Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_trimmed_R2.fastq.fastqAligned.sortedByCoord.out.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_trimmed_R1.fastq.fastqAligned.sortedByCoord.out.bam
gene-SAOUHSC_00967	NC_007795.1	942903	943004	+	102	0	0	0	0	0	0	0	0	0	0	1	0
gene-SAOUHSC_00968	NC_007795.1	943330	945294	+	1965	2	0	1	22	25	1	2	1	6	0	2	9
gene-SAOUHSC_00969	NC_007795.1	945297	945617	+	321	0	0	1	6	6	0	1	0	1	0	1	0
gene-SAOUHSC_00970	NC_007795.1	945614	946255	+	642	0	0	0	0	0	1	0	0	1	0	2	0
gene-SAOUHSC_00971	NC_007795.1	946343	946633	-	291	23	0	0	10	11	3	3	12	11	0	0	11
gene-SAOUHSC_00972	NC_007795.1	946912	947199	+	288	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_00975	NC_007795.1	948776	949132	-	357	0	0	0	4	7	1	0	0	0	0	2	0
gene-SAOUHSC_00976	NC_007795.1	949716	950579	+	864	1	1	2	0	0	0	0	1	0	0	1	3
gene-SAOUHSC_00977	NC_007795.1	950625	950756	-	132	1	0	0	18	5	4	0	2	2	8	3	0
gene-SAOUHSC_00978	NC_007795.1	950820	951110	-	291	13	0	0	11	18	4	4	1	1	6	8	0
gene-SAOUHSC_00979	NC_007795.1	951200	951751	+	552	1	0	0	0	1	0	0	0	0	0	0	2
gene-SAOUHSC_00980	NC_007795.1	951802	952740	-	939	47	6	4	14	13	22	23	25	25	26	28	74
gene-SAOUHSC_00981	NC_007795.1	952891	952995	+	105	1	0	1	0	0	0	0	0	0	1	0	1
gene-SAOUHSC_00982	NC_007795.1	953072	954283	+	1212	28	32	34	13	13	6	8	25	26	7	9	32
gene-SAOUHSC_00983	NC_007795.1	954270	955943	+	1674	102	106	98	72	80	94	90	106	96	120	121	167
gene-SAOUHSC_00984	NC_007795.1	955930	956733	+	804	43	29	14	23	17	11	10	44	37	29	29	142
gene-SAOUHSC_00985	NC_007795.1	956726	957547	+	822	664	95	95	42	43	167	174	158	163	210	231	1093
gene-SAOUHSC_00986	NC_007795.1	957786	958115	-	330	17	0	0	3	7	0	0	3	5	0	3	2
gene-SAOUHSC_00987	NC_007795.1	958153	959334	-	1182	91	5	5	40	36	4	2	19	21	7	7	62
gene-SAOUHSC_00988	NC_007795.1	959416	960426	-	1011	217	9	13	17	19	9	10	21	22	18	18	5
gene-SAOUHSC_00989	NC_007795.1	960954	962108	-	1155	57	4	4	12	13	3	3	26	26	12	13	99
gene-SAOUHSC_00991	NC_007795.1	962304	963314	-	1011	0	12	12	6	6	3	4	22	22	7	8	2
gene-SAOUHSC_00992	NC_007795.1	963467	963886	+	420	0	2	2	0	2	9	7	6	7	1	1	0
gene-SAOUHSC_00993	NC_007795.1	963913	964023	+	111	0	0	0	0	0	1	2	0	0	0	0	0
gene-SAOUHSC_00994	NC_007795.1	964093	967863	-	3771	2199	321	351	617	645	4033	4153	1939	2021	1797	1946	8888
gene-SAOUHSC_00995	NC_007795.1	968091	968525	-	435	4	0	1	7	7	0	5	1	9	5	9	3
gene-SAOUHSC_00996	NC_007795.1	968680	969150	-	471	53	8	8	27	27	18	18	44	44	14	14	72
gene-SAOUHSC_00997	NC_007795.1	969198	970415	-	1218	116	13	16	20	42	26	39	21	47	7	23	215
gene-SAOUHSC_00998	NC_007795.1	970866	972059	+	1194	4	0	0	0	0	0	18	0	16	0	1	8
gene-SAOUHSC_00999	NC_007795.1	972596	972874	-	279	645	116	61	351	196	446	278	470	274	260	152	1157
gene-SAOUHSC_01000	NC_007795.1	972883	973488	-	606	1465	219	223	670	685	539	561	683	674	430	386	2752
gene-SAOUHSC_01001	NC_007795.1	973478	975466	-	1989	4740	993	965	2685	2648	2584	2588	3303	3344	2215	2202	14098
gene-SAOUHSC_01002	NC_007795.1	975466	976566	-	1101	2036	331	331	866	864	1042	983	1039	1075	705	671	4217
gene-SAOUHSC_01003	NC_007795.1	976868	976990	+	123	0	5	5	0	1	0	0	0	0	0	0	0
gene-SAOUHSC_01005	NC_007795.1	977138	977455	-	318	37	6	7	25	25	0	1	6	6	8	5	63
gene-SAOUHSC_01007	NC_007795.1	978261	979121	-	861	986	169	265	234	283	510	887	537	942	125	229	1004
gene-SAOUHSC_01008	NC_007795.1	979385	979804	+	420	93	0	1	6	7	43	58	47	54	24	31	17
gene-SAOUHSC_01009	NC_007795.1	979791	980915	+	1125	25	1	2	15	19	28	18	34	19	18	8	41
gene-SAOUHSC_01010	NC_007795.1	980919	981623	+	705	9	3	0	2	12	0	1	2	3	1	1	20
gene-SAOUHSC_01011	NC_007795.1	981623	981886	+	264	11	7	7	19	27	4	5	3	3	2	3	20
gene-SAOUHSC_01012	NC_007795.1	981888	982559	+	672	31	7	7	24	25	17	17	19	20	10	16	7
gene-SAOUHSC_01013	NC_007795.1	982552	984741	+	2190	194	26	32	273	274	73	77	56	54	119	124	199
gene-SAOUHSC_01014	NC_007795.1	984720	986204	+	1485	339	41	45	191	236	149	149	107	111	372	379	274
gene-SAOUHSC_01015	NC_007795.1	986197	987225	+	1029	111	3	2	62	53	29	27	40	41	51	51	111
gene-SAOUHSC_01016	NC_007795.1	987228	987794	+	567	46	4	5	67	67	10	6	21	13	22	18	50
gene-SAOUHSC_01017	NC_007795.1	987809	989287	+	1479	436	85	82	297	307	152	150	225	226	104	107	221
gene-SAOUHSC_01018	NC_007795.1	989309	990556	+	1248	84	31	31	139	131	50	49	40	42	44	41	108
gene-SAOUHSC_01019	NC_007795.1	990821	991627	-	807	11	8	15	23	29	4	8	7	9	11	16	38
gene-SAOUHSC_01021	NC_007795.1	991620	993020	-	1401	304	49	52	186	207	102	103	84	84	172	175	686
gene-SAOUHSC_01022	NC_007795.1	993035	993610	-	576	57	21	21	58	59	24	25	38	45	45	45	168
gene-SAOUHSC_01023	NC_007795.1	993974	994093	+	120	18	2	2	0	0	7	5	2	2	0	0	0
gene-SAOUHSC_01024	NC_007795.1	994194	994328	-	135	0	0	4	0	3	0	0	0	0	0	0	0
gene-SAOUHSC_01025	NC_007795.1	994480	995775	+	1296	304	143	141	536	530	64	66	152	154	171	171	483
gene-SAOUHSC_01026	NC_007795.1	996200	997372	+	1173	60	31	31	110	112	18	18	27	29	46	49	69
gene-SAOUHSC_01027	NC_007795.1	997426	997968	+	543	18	12	12	17	22	14	15	10	11	7	6	56
gene-SAOUHSC_01028	NC_007795.1	998122	998388	+	267	211	14	45	37	211	54	146	50	164	31	96	129
gene-SAOUHSC_01029	NC_007795.1	998391	1000109	+	1719	1946	279	267	1511	1466	693	669	800	759	894	878	1906
gene-SAOUHSC_01030	NC_007795.1	1000346	1000579	-	234	0	0	0	0	0	0	0	0	0	0	1	0
gene-SAOUHSC_01031	NC_007795.1	1000777	1002138	+	1362	64	20	26	45	60	20	24	38	55	81	110	119
gene-SAOUHSC_01032	NC_007795.1	1002135	1003154	+	1020	98	62	62	235	230	30	31	85	85	118	118	49
gene-SAOUHSC_01034	NC_007795.1	1003287	1003949	+	663	68	39	40	17	22	33	34	75	78	33	33	79
gene-SAOUHSC_A00992	NC_007795.1	1003967	1004122	+	156	12	11	11	1	7	46	117	28	112	1	0	78
gene-SAOUHSC_01035	NC_007795.1	1004298	1005995	-	1698	882	264	261	318	310	328	330	598	593	280	281	1971
gene-SAOUHSC_01036	NC_007795.1	1005995	1006213	-	219	8	0	2	3	6	0	7	2	10	0	7	14
gene-SAOUHSC_01037	NC_007795.1	1006242	1006364	-	123	0	0	0	0	1	0	0	0	1	0	1	0
gene-SAOUHSC_01038	NC_007795.1	1006694	1007245	-	552	28	0	0	15	15	5	5	10	10	7	7	14
gene-SAOUHSC_01039	NC_007795.1	1007610	1008236	+	627	6	6	7	9	11	3	1	5	5	5	5	3
gene-SAOUHSC_01040	NC_007795.1	1008407	1009519	+	1113	7333	1673	1736	1987	2108	6880	7169	3898	3992	4488	4651	13686
gene-SAOUHSC_01041	NC_007795.1	1009523	1010500	+	978	4353	1254	1045	3529	3401	5442	4718	2672	2265	3647	3052	11613
gene-SAOUHSC_01042	NC_007795.1	1010591	1011883	+	1293	18403	4351	4764	10253	10727	15574	15991	12755	13280	13276	13558	37755
gene-SAOUHSC_01043	NC_007795.1	1011887	1013293	+	1407	27221	9390	8990	11540	11073	22277	20727	18164	17261	10663	9541	39314
gene-SAOUHSC_01044	NC_007795.1	1013461	1013736	+	276	0	0	0	0	1	0	0	0	2	1	0	0
gene-SAOUHSC_01045	NC_007795.1	1013880	1014419	+	540	0	0	0	7	7	0	0	0	1	0	0	0
gene-SAOUHSC_01046	NC_007795.1	1014432	1015526	+	1095	11	0	4	11	13	3	8	6	7	4	9	5
gene-SAOUHSC_01047	NC_007795.1	1015519	1016316	+	798	1	0	1	6	9	0	0	2	3	0	1	2
gene-SAOUHSC_01048	NC_007795.1	1016322	1017131	+	810	4	2	0	3	8	2	6	0	1	1	4	0
gene-SAOUHSC_01049	NC_007795.1	1017131	1018204	+	1074	72	5	7	31	36	35	35	24	31	15	27	37
gene-SAOUHSC_01050	NC_007795.1	1018278	1019297	+	1020	978	375	379	883	872	398	399	699	696	332	327	728
gene-SAOUHSC_01051	NC_007795.1	1019580	1019999	+	420	22	1	0	5	4	5	6	8	11	6	6	3
gene-SAOUHSC_01053	NC_007795.1	1020081	1021433	-	1353	487	48	43	128	125	159	162	281	277	382	383	353
gene-SAOUHSC_01054	NC_007795.1	1021617	1022231	-	615	31	8	8	11	11	4	4	10	16	5	10	21
gene-SAOUHSC_01055	NC_007795.1	1022388	1023215	+	828	423	72	73	116	111	295	291	303	299	122	117	333
gene-SAOUHSC_01055a	NC_007795.1	1023369	1023560	-	192	11	13	13	13	15	9	9	10	10	13	13	4
gene-SAOUHSC_01058	NC_007795.1	1023662	1025509	+	1848	66	13	12	16	15	23	38	43	48	7	16	122
gene-SAOUHSC_01060	NC_007795.1	1025649	1025816	-	168	14	1	0	4	4	2	2	6	5	5	5	8
gene-SAOUHSC_01061	NC_007795.1	1025818	1026300	-	483	31	3	4	6	10	7	9	7	10	1	7	23
gene-SAOUHSC_01062	NC_007795.1	1026441	1026716	+	276	24	3	3	10	11	1	1	17	18	29	29	18
gene-SAOUHSC_01063	NC_007795.1	1027030	1028256	+	1227	29	19	20	81	82	33	36	84	90	37	37	135
gene-SAOUHSC_01064	NC_007795.1	1028810	1032262	+	3453	865	84	90	351	365	330	341	513	519	421	433	1570
gene-SAOUHSC_01065	NC_007795.1	1032402	1033472	-	1071	202	45	45	54	53	87	87	133	131	95	95	311
gene-SAOUHSC_01066	NC_007795.1	1033753	1034664	+	912	201	38	39	60	64	80	78	164	164	72	73	363
gene-SAOUHSC_01067	NC_007795.1	1034689	1035150	+	462	6	6	3	27	24	6	6	13	9	4	4	12
gene-SAOUHSC_01068	NC_007795.1	1035362	1035565	+	204	13	0	13	2	21	6	10	1	9	0	10	0
gene-SAOUHSC_01069	NC_007795.1	1035477	1036514	+	1038	96	12	17	60	72	15	22	37	42	42	45	72
gene-SAOUHSC_01070	NC_007795.1	1036530	1036964	+	435	32	8	8	21	22	11	8	13	13	3	5	33
gene-SAOUHSC_01071	NC_007795.1	1037027	1037953	-	927	21	2	2	8	5	15	15	13	12	10	11	57
gene-SAOUHSC_01072	NC_007795.1	1038192	1038446	+	255	1	0	1	1	0	0	0	0	1	3	4	2
gene-SAOUHSC_01073	NC_007795.1	1038449	1038838	-	390	4	0	0	3	3	0	1	10	10	9	8	0
gene-SAOUHSC_01074	NC_007795.1	1038980	1039450	+	471	4	8	8	42	42	3	3	13	15	22	22	16
gene-SAOUHSC_01075	NC_007795.1	1039452	1039934	+	483	9	4	0	12	0	1	3	8	5	8	8	11
gene-SAOUHSC_01076	NC_007795.1	1039996	1041135	-	1140	35	14	15	6	5	4	2	3	2	17	16	13
gene-SAOUHSC_01077	NC_007795.1	1041262	1041819	+	558	56	10	10	22	22	39	109	29	35	20	20	147
gene-SAOUHSC_01079	NC_007795.1	1042227	1044164	-	1938	4	1	1	0	10	0	2	3	4	2	4	3
gene-SAOUHSC_01081	NC_007795.1	1044368	1045420	-	1053	2	0	1	0	1	1	0	0	3	0	1	1
gene-SAOUHSC_01082	NC_007795.1	1045629	1046312	+	684	0	0	0	0	0	0	1	0	0	0	0	3
gene-SAOUHSC_01084	NC_007795.1	1046312	1047388	+	1077	5	0	0	0	0	0	2	0	1	0	4	4
gene-SAOUHSC_01085	NC_007795.1	1047415	1048263	+	849	0	1	2	0	8	0	0	1	1	1	2	3
gene-SAOUHSC_01086	NC_007795.1	1048276	1049052	+	777	2	0	0	8	9	0	0	0	0	0	0	1
gene-SAOUHSC_01087	NC_007795.1	1048947	1049240	+	294	1	0	0	0	0	0	0	0	0	2	2	0
gene-SAOUHSC_01088	NC_007795.1	1049302	1050036	+	735	2	0	2	1	13	0	6	0	1	0	7	0
gene-SAOUHSC_01089	NC_007795.1	1050055	1050378	+	324	0	0	1	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01090	NC_007795.1	1050415	1050522	+	108	0	1	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01091	NC_007795.1	1050762	1051502	+	741	9	3	3	6	13	3	3	1	1	11	12	1
gene-SAOUHSC_01092	NC_007795.1	1051883	1052941	+	1059	2	0	0	4	9	0	2	1	2	3	3	1
gene-SAOUHSC_01093	NC_007795.1	1052941	1055343	+	2403	96	15	16	68	67	87	90	41	43	29	35	215
gene-SAOUHSC_01095	NC_007795.1	1055514	1056452	-	939	9	0	0	1	14	3	4	5	6	0	0	11
gene-SAOUHSC_01096	NC_007795.1	1056822	1057082	+	261	9	0	2	2	3	0	0	0	2	0	1	7
gene-SAOUHSC_01097	NC_007795.1	1057090	1057611	+	522	6	14	14	23	41	3	3	12	12	11	12	17
gene-SAOUHSC_01098	NC_007795.1	1057684	1059396	+	1713	195	34	36	113	97	84	84	59	62	91	97	138
gene-SAOUHSC_01099	NC_007795.1	1059406	1061754	+	2349	239	51	52	119	128	185	188	123	125	88	88	259
gene-SAOUHSC_01100	NC_007795.1	1061927	1062241	+	315	218	14	14	37	39	32	30	30	30	23	23	118
gene-SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	7	0	0	0	0	1	0	1	1	1	0	0
gene-SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	126	24	26	74	80	28	32	52	56	25	33	114
gene-SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	80	14	14	141	137	29	33	103	103	69	70	182
gene-SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	16521	3239	3261	4011	4049	9178	9211	12801	12857	5106	5154	10994
gene-SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	6028	716	687	1201	1075	1648	1457	2585	2420	1745	1645	4804
gene-SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	316	27	28	218	194	66	71	146	166	75	94	508
gene-SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	153	24	26	361	351	25	29	97	95	70	83	225
gene-SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	78	18	18	180	136	15	43	65	75	49	41	93
gene-SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	0	0	0	0	0	1	0	0	0	0	0
gene-SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	11	1	2	61	65	0	0	0	1	3	4	61
gene-SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	1	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	1	0	1	0	0	0	1	0	1	0	1	0
gene-SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	3	7	7	1	2	1	1	1	1	0	1	5
gene-SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	7	0	0	0	1	0	0	0	0	3	6	2
gene-SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	6	0	0	0	0	0	0	1	1	2	0	12
gene-SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	67	6	4	0	0	23	32	9	16	0	4	25
gene-SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	1	0	1	0	0	0	0	0	0	0	1	0
gene-SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	0	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	3	0	0	0	0	0	0	0	6	0	0	1
gene-SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	50	1	3	37	22	6	7	10	10	4	6	80
gene-SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	0	0	0	9	5	0	0	0	0	0	0	0
gene-SAOUHSC_01123	NC_007795.1	1078148	1078372	+	225	1	0	0	9	5	0	0	0	0	0	0	0
gene-SAOUHSC_01124	NC_007795.1	1078816	1079532	-	717	5	2	0	0	0	0	0	1	1	4	4	29
gene-SAOUHSC_01125	NC_007795.1	1079640	1080365	-	726	2	0	2	0	1	0	1	3	3	0	1	2
gene-SAOUHSC_01127	NC_007795.1	1080460	1081185	-	726	1	0	1	0	2	0	2	0	4	5	8	3
gene-SAOUHSC_01128	NC_007795.1	1081623	1082624	+	1002	6	0	0	9	10	0	2	0	1	1	6	3
gene-SAOUHSC_01129	NC_007795.1	1082647	1083579	+	933	4	2	4	0	1	14	15	4	4	4	5	15
gene-SAOUHSC_01130	NC_007795.1	1083817	1085307	+	1491	82	25	25	55	56	29	28	35	36	32	34	92
gene-SAOUHSC_01131	NC_007795.1	1085615	1085842	+	228	2	0	0	0	0	0	1	0	1	0	1	1
gene-SAOUHSC_01133	NC_007795.1	1086147	1087094	-	948	41	10	13	22	44	8	13	6	13	18	32	43
gene-SAOUHSC_01134	NC_007795.1	1087343	1087531	+	189	1	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_T0006	NC_007795.1	1088006	1088079	-	74	3	0	0	0	0	0	0	0	0	0	0	0
gene-SAOUHSC_01135	NC_007795.1	1088443	1088577	+	135	1	0	0	8	8	2	0	0	0	0	0	0
gene-SAOUHSC_01136	NC_007795.1	1088634	1088768	+	135	0	0	0	0	3	2	2	1	1	0	0	1
gene-SAOUHSC_01137	NC_007795.1	1088892	1089587	+	696	42	17	20	26	48	19	14	29	39	14	25	71
gene-SAOUHSC_01138	NC_007795.1	1089696	1090136	-	441	116	33	35	117	105	55	66	99	100	77	73	371
gene-SAOUHSC_01139	NC_007795.1	1090331	1090558	+	228	10	9	5	0	3	1	1	15	9	15	4	24
gene-SAOUHSC_01141	NC_007795.1	1090750	1091952	+	1203	96	27	24	61	66	32	27	59	61	61	59	296
gene-SAOUHSC_01142	NC_007795.1	1092096	1092527	+	432	986	325	346	888	1035	613	664	434	462	470	490	2829
gene-SAOUHSC_01143	NC_007795.1	1092564	1093478	+	915	335	305	162	946	496	631	195	461	153	284	129	2458
gene-SAOUHSC_01144	NC_007795.1	1093492	1093893	+	402	1	1	1	0	1	3	3	2	2	1	1	2
gene-SAOUHSC_01145	NC_007795.1	1093874	1096108	+	2235	374	51	54	108	109	163	159	182	186	107	111	549
gene-SAOUHSC_01146	NC_007795.1	1096400	1097365	+	966	7	7	9	0	1	1	4	1	1	0	2	2
gene-SAOUHSC_01147	NC_007795.1	1097367	1098716	+	1350	98	21	22	47	48	46	46	18	20	43	43	136
gene-SAOUHSC_01148	NC_007795.1	1098732	1100051	+	1320	99	25	27	224	210	82	77	86	85	69	65	328
gene-SAOUHSC_01149	NC_007795.1	1100157	1101569	+	1413	524	200	200	808	808	217	216	300	303	243	246	834
gene-SAOUHSC_01150	NC_007795.1	1101602	1102774	+	1173	764	87	81	244	218	250	250	334	336	224	219	868
gene-SAOUHSC_01152	NC_007795.1	1103160	1103825	+	666	127	20	20	12	12	26	26	43	43	47	52	38
gene-SAOUHSC_01153	NC_007795.1	1103849	1104517	+	669	481	534	542	710	725	179	178	486	491	452	458	871
gene-SAOUHSC_01154	NC_007795.1	1104514	1105077	+	564	385	163	160	204	218	115	120	199	212	209	224	603
gene-SAOUHSC_01155	NC_007795.1	1105089	1105379	+	291	8	14	10	29	18	7	8	16	15	23	20	52
gene-SAOUHSC_01156	NC_007795.1	1105462	1106268	+	807	9	0	2	1	2	1	1	0	1	1	4	5
gene-SAOUHSC_01158	NC_007795.1	1106292	1106909	+	618	543	41	40	16	17	526	527	325	322	38	39	252
gene-SAOUHSC_01159	NC_007795.1	1107130	1109883	+	2754	70	25	23	49	55	71	72	37	38	45	48	92
gene-SAOUHSC_01160	NC_007795.1	1110173	1110970	+	798	3	7	11	2	3	6	7	0	0	2	4	10
gene-SAOUHSC_01162	NC_007795.1	1111794	1112285	+	492	5	0	0	13	15	2	2	0	0	3	3	6
gene-SAOUHSC_01163	NC_007795.1	1112285	1113202	+	918	210	45	47	66	82	103	118	141	156	152	168	148
gene-SAOUHSC_01164	NC_007795.1	1113602	1114129	+	528	11	1	0	0	0	0	0	9	9	0	1	10
gene-SAOUHSC_01165	NC_007795.1	1114347	1115654	+	1308	4	4	4	4	5	5	6	41	42	4	5	19
gene-SAOUHSC_01166	NC_007795.1	1115682	1116563	+	882	2	0	1	17	17	15	15	28	30	9	9	3
gene-SAOUHSC_01168	NC_007795.1	1116581	1117855	+	1275	10	3	2	4	5	29	29	60	60	3	2	57
gene-SAOUHSC_01169	NC_007795.1	1117857	1118957	+	1101	19	7	13	29	34	12	12	93	104	5	6	51
gene-SAOUHSC_01170	NC_007795.1	1118950	1122123	+	3174	41	6	8	25	29	35	38	134	109	10	16	90
gene-SAOUHSC_01171	NC_007795.1	1122233	1122925	+	693	15	3	3	1	0	2	2	30	31	7	9	2
gene-SAOUHSC_01172	NC_007795.1	1122925	1123536	+	612	7	3	3	6	6	1	1	27	22	8	8	4
gene-SAOUHSC_01173	NC_007795.1	1123566	1123778	+	213	0	0	0	0	0	0	0	0	1	0	0	0
gene-SAOUHSC_01174	NC_007795.1	1124215	1124616	+	402	28	2	2	5	6	3	5	3	5	4	4	144
gene-SAOUHSC_01175	NC_007795.1	1124879	1126576	-	1698	98	19	22	49	48	7	7	19	21	30	34	209
gene-SAOUHSC_01176	NC_007795.1	1126851	1127474	+	624	2	1	0	4	4	1	1	10	15	1	1	25
gene-SAOUHSC_01177	NC_007795.1	1127474	1127692	+	219	2	15	0	5	4	6	0	3	1	8	0	19
gene-SAOUHSC_01178	NC_007795.1	1127908	1129107	+	1200	45	0	2	64	66	42	42	38	38	45	47	156
gene-SAOUHSC_01179	NC_007795.1	1129107	1131515	+	2409	264	105	106	329	331	317	317	334	337	155	161	295
gene-SAOUHSC_01180	NC_007795.1	1132021	1132974	+	954	20	0	2	0	1	0	2	0	2	2	1	2
gene-SAOUHSC_01181	NC_007795.1	1133137	1133415	-	279	39	36	36	1	1	36	37	15	14	3	5	13
gene-SAOUHSC_01182	NC_007795.1	1133639	1134127	+	489	0	0	0	28	28	0	0	2	2	5	5	15
gene-SAOUHSC_01183	NC_007795.1	1134120	1135055	+	936	7	8	6	10	12	20	20	29	29	24	26	25
gene-SAOUHSC_01184	NC_007795.1	1135052	1136359	+	1308	53	13	13	30	33	43	45	43	42	53	53	159
gene-SAOUHSC_01185	NC_007795.1	1136362	1137456	+	1095	24	22	21	12	13	24	24	17	18	31	36	72
gene-SAOUHSC_01186	NC_007795.1	1137463	1138206	+	744	27	13	14	45	41	11	21	21	29	30	28	41
gene-SAOUHSC_01187	NC_007795.1	1138203	1140197	+	1995	122	12	13	31	31	57	54	69	70	55	55	78
gene-SAOUHSC_01188	NC_007795.1	1140425	1141300	+	876	46	25	21	23	24	12	12	19	21	20	22	70
gene-SAOUHSC_01189	NC_007795.1	1141301	1141945	+	645	209	15	72	45	236	12	179	44	169	80	267	163
gene-SAOUHSC_01190	NC_007795.1	1141952	1142593	+	642	18	19	17	41	41	11	10	22	18	39	36	90
gene-SAOUHSC_01191	NC_007795.1	1142974	1143162	-	189	625	96	95	158	159	1053	1051	399	398	400	402	2878
gene-SAOUHSC_01192	NC_007795.1	1143605	1143979	+	375	27	6	5	56	56	6	6	21	21	31	33	171
gene-SAOUHSC_01193	NC_007795.1	1143994	1145640	+	1647	30	12	12	80	78	13	14	42	35	19	17	163
gene-SAOUHSC_01194	NC_007795.1	1145830	1147890	+	2061	226	56	88	209	291	60	70	117	173	99	152	495
gene-SAOUHSC_01196	NC_007795.1	1148093	1148665	+	573	47	51	20	112	62	32	25	70	34	92	47	87
gene-SAOUHSC_01197	NC_007795.1	1148670	1149656	+	987	320	55	58	126	128	105	130	206	216	222	237	491
gene-SAOUHSC_01198	NC_007795.1	1149649	1150575	+	927	392	63	59	98	68	171	158	268	259	221	180	502
gene-SAOUHSC_01199	NC_007795.1	1150568	1151302	+	735	551	102	98	153	175	220	231	390	418	427	419	334
gene-SAOUHSC_01200	NC_007795.1	1151425	1151523	-	99	22	5	0	29	4	14	1	25	1	0	0	169
gene-SAOUHSC_01201	NC_007795.1	1151545	1151778	+	234	1	2	3	0	3	2	4	3	5	1	0	17
gene-SAOUHSC_01203	NC_007795.1	1151894	1152625	+	732	1	0	0	0	3	1	0	4	3	3	1	0
gene-SAOUHSC_01204	NC_007795.1	1152772	1156338	+	3567	89	9	12	49	50	21	21	39	44	44	44	90
gene-SAOUHSC_01205	NC_007795.1	1156338	1157588	+	1251	82	78	81	39	41	164	167	162	155	58	56	59
gene-SAOUHSC_01206	NC_007795.1	1157575	1157907	+	333	16	15	9	0	0	14	9	14	3	3	5	4
gene-SAOUHSC_01207	NC_007795.1	1157933	1159300	+	1368	1092	194	191	518	519	485	485	608	603	764	769	1429
gene-SAOUHSC_01208	NC_007795.1	1159735	1160010	+	276	1	0	0	2	0	3	3	3	3	3	4	20
gene-SAOUHSC_01209	NC_007795.1	1160198	1160701	+	504	4	3	16	6	22	0	0	1	3	9	35	2
gene-SAOUHSC_01210	NC_007795.1	1160701	1161438	+	738	41	16	16	44	52	23	23	13	14	39	37	55
gene-SAOUHSC_01211	NC_007795.1	1161541	1161891	+	351	87	4	4	44	44	24	25	14	15	15	15	83
gene-SAOUHSC_01213	NC_007795.1	1162135	1164741	-	2607	145	47	46	189	187	32	33	60	58	88	95	116
gene-SAOUHSC_01214	NC_007795.1	1165142	1166026	+	885	7	0	0	10	14	1	3	3	3	7	2	5
